"Month","Year","Amount","Description","Category","Classify","Expense type","","","",""
"06","2025","  475.533.355 ","Lương","4. Chi phí nhân sự","Lương cố định bộ phận văn phòng","Định phí","","","",""
"06","2025","  117.945.000 ","Chi phí MB","3. Chi phí quản lý doanh nghiệp","Thuê mặt bằng","Định phí","","","",""
"06","2025","  38.223.360 ","Bảo hiểm","4. Chi phí nhân sự","Bảo hiểm","Định phí","","","",""
"06","2025","  25.000.000 ","Thuê bằng bs+bằng y tá Châu","3. Chi phí quản lý doanh nghiệp","Thuê bằng bác sĩ","Định phí","","","",""
"06","2025","  15.333.333 ","chi phí cho quận, phường","5. Chi phí thuế và lãi vay","Phường, quận","Biến phí","","","",""
"06","2025","  34.121.550 ","ca invi 2799","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"06","2025","  12.377.000 ","dung dịch ngâm dụng cụ +nhận 4 Bond +mũi khoan tay Teennie+bóng tia cực tím","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"06","2025","  27.088.000 ","keo gắn mắc cài Teennie,hộp đựng mẫu hàm Teennie, gel lạnh, nước muối","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"06","2025","  42.432.000 ","thuốc giảm đau+thuốc tê+túi zip +vật tư+sáp nha khoa","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"06","2025","  36.750.000 ","đơn mắc cài","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"06","2025","  54.038.000 ","Mua khâu và keo gắn mc","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"06","2025","  12.800.000 ","kin","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"06","2025","  37.700.000 ","khí cụ","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"06","2025","  150.000.000 ","Quỹ thưởng","6. Chi phí khác","Thưởng tổng cuối năm","Định phí","","","",""
"06","2025","  -   ","Dự trù phát sinh","6. Chi phí khác","Quỹ dự phòng","Biến phí","","","",""
"06","2025","  4.083.334 ","Mua sắm tài sản","6. Chi phí khác","Mua sắm tài sản","Biến phí","","","",""
"06","2025","  4.600.000 ","Thưởng nóng+liên hoan","4. Chi phí nhân sự","Thưởng nóng, liên hoan","Biến phí","","","",""
"06","2025","  -   ","Giới thiệu nhân sự","6. Chi phí khác","Giới thiệu nhân sự","Biến phí","","","",""
"06","2025","  10.166.666 ","đào tạo nhân sự","4. Chi phí nhân sự","Đào tạo nhân sự","Biến phí","","","",""
"07","2025","  22.448.672 ","Mua đồ hành chính","3. Chi phí quản lý doanh nghiệp","Hành chính","Biến phí","","","",""
"07","2025","  2.856.667 ","bãi xe nv","3. Chi phí quản lý doanh nghiệp","Thuê xe, bãi xe","Định phí","","","",""
"07","2025","  23.540.712 ","điện+nước+wf","3. Chi phí quản lý doanh nghiệp","Điện, nước, wifi","Biến phí","","","",""
"07","2025","  23.674.333 ","Cp tiếp khách","6. Chi phí khác","Tiếp khách ngoài","Biến phí","","","",""
"07","2025","  64.118.000 ","tặng phẩm khách","2. Chi phí bán hàng","Tặng phẩm khách","Biến phí","","","",""
"07","2025","  298.000.000 ","MKT chạy quảng cáo","2. Chi phí bán hàng","Marketing chạy quảng cáo","Biến phí","","","",""
"07","2025","  24.086.001 ","Cp sửa chữa, bảo trì","3. Chi phí quản lý doanh nghiệp","Bảo trì - sửa chữa - khử khuẩn","Biến phí","","","",""
"07","2025","  -   ","Cộng tác viên","2. Chi phí bán hàng","Chi phí referral/Hoa hồng giới thiệu","Biến phí","","","",""
"07","2025","  11.782.443 ","Thưởng gián tiếp","2. Chi phí bán hàng","Thưởng gián tiếp","Biến phí","","","",""
"07","2025","  -   ","Đi trường","2. Chi phí bán hàng","Đi trường","Biến phí","","","",""
"07","2025","  20.623.667 ","Hành chính MKT","2. Chi phí bán hàng","Hành chính MKT","Biến phí","","","",""
"07","2025","  24.000.000 ","Hoa hồng giới thiệu","2. Chi phí bán hàng","Chi phí referral/Hoa hồng giới thiệu","Biến phí","","","",""
"07","2025","  -   ","TikTok","2. Chi phí bán hàng","Chi phí quảng cáo Meta/Google/Tiktok","Biến phí","","","",""
"07","2025","  -   ","SEO","2. Chi phí bán hàng","Chi phí quảng cáo Meta/Google/Tiktok","Biến phí","","","",""
"07","2025","  918.888.621 ","% của NV","4. Chi phí nhân sự","Thưởng KPI","Biến phí","","","",""
"07","2025","  5.961.182 ","Phí cà thẻ","6. Chi phí khác","Phí cà thẻ","Biến phí","","","",""
"07","2025","  7.617.000 ","Tiếp khách pK(grab, chi phí khác)","6. Chi phí khác","Tiếp khách phòng khám","Biến phí","","","",""
"07","2025","  485.022.918 ","Lương","4. Chi phí nhân sự","Lương cố định bộ phận văn phòng","Định phí","","","",""
"07","2025","  121.861.667 ","Chi phí MB","3. Chi phí quản lý doanh nghiệp","Thuê mặt bằng","Định phí","","","",""
"07","2025","  38.329.173 ","Bảo hiểm","4. Chi phí nhân sự","Bảo hiểm","Định phí","","","",""
"07","2025","  25.000.000 ","Thuê bằng bs+bằng y tá Châu","3. Chi phí quản lý doanh nghiệp","Thuê bằng bác sĩ","Định phí","","","",""
"07","2025","  10.333.333 ","chi phí cho quận, phường","5. Chi phí thuế và lãi vay","Phường, quận","Biến phí","","","",""
"07","2025","  37.800.000 ","Nhựa ép máng duy trì","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"07","2025","  50.129.000 ","mũi khoan, tube, thun chuỗi, xe đẩy Teennie, hộp đựng hàm duy trì + hộp giấy (test)+đồ chụp hình trong miệng, mua đồ nội nha, túi chườm đá,khăn choàng, bàn chải+lược xài 1 lần, hộp đựng hàm duy trì, rổ đựng đồ Teennie","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"07","2025","  66.064.601 ","vật tư","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"07","2025","  100.000.000 ","Quỹ thưởng","6. Chi phí khác","Thưởng tổng cuối năm","Định phí","","","",""
"07","2025","  -   ","Dự trù phát sinh","6. Chi phí khác","Quỹ dự phòng","Biến phí","","","",""
"07","2025","  18.137.333 ","Mua sắm tài sản","6. Chi phí khác","Mua sắm tài sản","Biến phí","","","",""
"07","2025","  10.043.000 ","Thưởng nóng+liên hoan","4. Chi phí nhân sự","Thưởng nóng, liên hoan","Biến phí","","","",""
"07","2025","  3.000.000 ","Giới thiệu nhân sự","6. Chi phí khác","Giới thiệu nhân sự","Biến phí","","","",""
"08","2025","  19.803.333 ","Mua đồ hành chính","3. Chi phí quản lý doanh nghiệp","Hành chính","Biến phí","","","",""
"08","2025","  2.900.000 ","bãi xe nv","3. Chi phí quản lý doanh nghiệp","Thuê xe, bãi xe","Định phí","","","",""
"08","2025","  21.316.171 ","điện+nước+wf","3. Chi phí quản lý doanh nghiệp","Điện, nước, wifi","Biến phí","","","",""
"08","2025","  25.403.246 ","Cp tiếp khách","6. Chi phí khác","Tiếp khách ngoài","Biến phí","","","",""
"08","2025","  31.679.000 ","tặng phẩm khách","2. Chi phí bán hàng","Tặng phẩm khách","Biến phí","","","",""
"08","2025","  371.000.000 ","MKT chạy quảng cáo","2. Chi phí bán hàng","Marketing chạy quảng cáo","Biến phí","","","",""
"08","2025","  28.373.666 ","Cp sửa chữa, bảo trì","3. Chi phí quản lý doanh nghiệp","Bảo trì - sửa chữa - khử khuẩn","Biến phí","","","",""
"08","2025","  -   ","Cộng tác viên","2. Chi phí bán hàng","Chi phí referral/Hoa hồng giới thiệu","Biến phí","","","",""
"08","2025","  -   ","Thưởng gián tiếp","2. Chi phí bán hàng","Thưởng gián tiếp","Biến phí","","","",""
"08","2025","  -   ","Đi trường","2. Chi phí bán hàng","Đi trường","Biến phí","","","",""
"08","2025","  27.669.662 ","Hành chính MKT","2. Chi phí bán hàng","Hành chính MKT","Biến phí","","","",""
"08","2025","  17.000.000 ","Hoa hồng giới thiệu","2. Chi phí bán hàng","Chi phí referral/Hoa hồng giới thiệu","Biến phí","","","",""
"08","2025","  -   ","TikTok","2. Chi phí bán hàng","Chi phí quảng cáo Meta/Google/Tiktok","Biến phí","","","",""
"08","2025","  -   ","SEO","2. Chi phí bán hàng","Chi phí quảng cáo Meta/Google/Tiktok","Biến phí","","","",""
"08","2025","  790.153.005 ","% của NV","4. Chi phí nhân sự","Thưởng KPI","Biến phí","","","",""
"08","2025","  8.086.237 ","Phí cà thẻ","6. Chi phí khác","Phí cà thẻ","Biến phí","","","",""
"08","2025","  6.568.000 ","Tiếp khách pK(grab, chi phí khác)","6. Chi phí khác","Tiếp khách phòng khám","Biến phí","","","",""
"08","2025","  471.872.703 ","Lương","4. Chi phí nhân sự","Lương cố định bộ phận văn phòng","Định phí","","","",""
"08","2025","  125.986.077 ","Chi phí MB","3. Chi phí quản lý doanh nghiệp","Thuê mặt bằng","Định phí","","","",""
"08","2025","  37.582.333 ","Bảo hiểm","4. Chi phí nhân sự","Bảo hiểm","Định phí","","","",""
"08","2025","  25.000.000 ","Thuê bằng bs+bằng y tá Châu","3. Chi phí quản lý doanh nghiệp","Thuê bằng bác sĩ","Định phí","","","",""
"08","2025","  14.333.333 ","chi phí cho quận, phường","5. Chi phí thuế và lãi vay","Phường, quận","Biến phí","","","",""
"08","2025","  -   ","thuế","5. Chi phí thuế và lãi vay","Thuế GTGT/ TNCN/ TNDN/ môn bài/ lệ phí..nộp NSNN","Biến phí","","","",""
"08","2025","  1.938.000 ","efferalgan","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"08","2025","  30.835.000 ","Vật liệu teennie","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"08","2025","  9.238.950 ","vật tư","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"08","2025","  36.750.000 ","mua mắc cài","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"08","2025","  5.666.667 ","thuốc tê","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"08","2025","  5.100.000 ","Giấy chuyên dụng vên sinh phòng điều trị","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"08","2025","  33.800.000 ","khí cụ T7","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"08","2025","  47.318.000 ","công nợ vật tư seadent","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"08","2025","  1.125.000 ","khăn choàng phụ tá","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"08","2025","  1.930.000 ","Mua thuốc tê xanh","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"08","2025","  407.000 ","mua banh miệng chữ V","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"08","2025","  7.245.828 ","kin","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"08","2025","  67.134.000 ","đơn morelli t5+6","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"08","2025","  17.006.667 ","Chi phí khác","6. Chi phí khác","Chi phí phát sinh bất thường","Biến phí","","","",""
"09","2025","  28.576.333 ","Mua đồ hành chính","3. Chi phí quản lý doanh nghiệp","Hành chính","Biến phí","","","",""
"09","2025","  2.666.667 ","bãi xe nv","3. Chi phí quản lý doanh nghiệp","Thuê xe, bãi xe","Định phí","","","",""
"09","2025","  24.284.731 ","điện+nước+wf","3. Chi phí quản lý doanh nghiệp","Điện, nước, wifi","Biến phí","","","",""
"09","2025","  34.666.333 ","Cp tiếp khách","6. Chi phí khác","Tiếp khách ngoài","Biến phí","","","",""
"09","2025","  42.656.801 ","tặng phẩm khách","2. Chi phí bán hàng","Tặng phẩm khách","Biến phí","","","",""
"09","2025","  369.000.000 ","MKT chạy quảng cáo","2. Chi phí bán hàng","Marketing chạy quảng cáo","Biến phí","","","",""
"09","2025","  27.069.000 ","Cp sửa chữa, bảo trì","3. Chi phí quản lý doanh nghiệp","Bảo trì - sửa chữa - khử khuẩn","Biến phí","","","",""
"09","2025","  20.000.000 ","Cộng tác viên","2. Chi phí bán hàng","Chi phí referral/Hoa hồng giới thiệu","Biến phí","","","",""
"09","2025","  11.027.418 ","Thưởng gián tiếp","2. Chi phí bán hàng","Thưởng gián tiếp","Biến phí","","","",""
"09","2025","  40.432.000 ","Đi trường","2. Chi phí bán hàng","Đi trường","Biến phí","","","",""
"09","2025","  38.525.001 ","Hành chính MKT","2. Chi phí bán hàng","Hành chính MKT","Biến phí","","","",""
"09","2025","  7.000.000 ","Hoa hồng giới thiệu","2. Chi phí bán hàng","Chi phí referral/Hoa hồng giới thiệu","Biến phí","","","",""
"09","2025","  -   ","TikTok","2. Chi phí bán hàng","Chi phí quảng cáo Meta/Google/Tiktok","Biến phí","","","",""
"09","2025","","SEO","2. Chi phí bán hàng","Chi phí quảng cáo Meta/Google/Tiktok","Biến phí","","","",""
"09","2025","  814.938.489 ","% của NV","4. Chi phí nhân sự","Thưởng KPI","Biến phí","","","",""
"09","2025","  7.583.375 ","Phí cà thẻ","6. Chi phí khác","Phí cà thẻ","Biến phí","","","",""
"09","2025","  8.344.667 ","Tiếp khách pK(grab, chi phí khác)","6. Chi phí khác","Tiếp khách phòng khám","Biến phí","","","",""
"09","2025","  503.532.482 ","Lương","4. Chi phí nhân sự","Lương cố định bộ phận văn phòng","Định phí","","","",""
"09","2025","  119.286.000 ","Chi phí MB","3. Chi phí quản lý doanh nghiệp","Thuê mặt bằng","Định phí","","","",""
"09","2025","  38.116.667 ","Bảo hiểm","4. Chi phí nhân sự","Bảo hiểm","Định phí","","","",""
"09","2025","  25.000.000 ","Thuê bằng bs+bằng y tá Châu","3. Chi phí quản lý doanh nghiệp","Thuê bằng bác sĩ","Định phí","","","",""
"09","2025","  2.166.667 ","chi phí cho quận, phường","5. Chi phí thuế và lãi vay","Phường, quận","Biến phí","","","",""
"09","2025","  14.226.000 ","thuốc tê+thuốc","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"09","2025","  5.500.000 ","Mua cây cvr","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"09","2025","  54.882.000 ","khăn choàng PT+mua rổ cho phụ tá+bao tay+vật tư","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"09","2025","  12.020.000 ","mua mắc cài lẻ và keo xanh","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"09","2025","  67.071.659 ","khâu t7+8","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"09","2025","  86.100.000 ","Mua mắc cài","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"09","2025","  30.600.000 ","khí cụ T8","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"09","2025","  27.718.387 ","Đơn dây thun chỉnh nha seadent t8","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"09","2025","  100.000.000 ","Quỹ thưởng","6. Chi phí khác","Thưởng tổng cuối năm","Định phí","","","",""
"09","2025","","Dự trù phát sinh","6. Chi phí khác","Quỹ dự phòng","Biến phí","","","",""
"09","2025","  9.000.000 ","Mua sắm tài sản","6. Chi phí khác","Mua sắm tài sản","Biến phí","","","",""
"09","2025","  9.563.334 ","Thưởng nóng+liên hoan","4. Chi phí nhân sự","Thưởng nóng, liên hoan","Biến phí","","","",""
"09","2025","  -   ","Giới thiệu nhân sự","6. Chi phí khác","Giới thiệu nhân sự","Biến phí","","","",""
"09","2025","  13.333.333 ","đào tạo nhân sự","4. Chi phí nhân sự","Đào tạo nhân sự","Biến phí","","","",""
"10","2025","  40.624.670 ","Mua đồ hành chính","3. Chi phí quản lý doanh nghiệp","Hành chính","Biến phí","","","",""
"10","2025","  2.700.000 ","bãi xe nv","3. Chi phí quản lý doanh nghiệp","Thuê xe, bãi xe","Định phí","","","",""
"10","2025","  22.305.564 ","điện+nước+wf","3. Chi phí quản lý doanh nghiệp","Điện, nước, wifi","Biến phí","","","",""
"10","2025","  31.385.000 ","Cp tiếp khách","6. Chi phí khác","Tiếp khách ngoài","Biến phí","","","",""
"10","2025","  71.742.667 ","tặng phẩm khách","2. Chi phí bán hàng","Tặng phẩm khách","Biến phí","","","",""
"10","2025","  347.000.000 ","MKT chạy quảng cáo","2. Chi phí bán hàng","Marketing chạy quảng cáo","Biến phí","","","",""
"10","2025","  24.317.334 ","Cp sửa chữa, bảo trì","3. Chi phí quản lý doanh nghiệp","Bảo trì - sửa chữa - khử khuẩn","Biến phí","","","",""
"10","2025","","Cộng tác viên","2. Chi phí bán hàng","Chi phí referral/Hoa hồng giới thiệu","Biến phí","","","",""
"10","2025","  12.952.860 ","Thưởng gián tiếp","2. Chi phí bán hàng","Thưởng gián tiếp","Biến phí","","","",""
"10","2025","  3.675.000 ","Đi trường","2. Chi phí bán hàng","Đi trường","Biến phí","","","",""
"10","2025","  32.811.634 ","Hành chính MKT","2. Chi phí bán hàng","Hành chính MKT","Biến phí","","","",""
"10","2025","  19.000.000 ","Hoa hồng giới thiệu","2. Chi phí bán hàng","Chi phí referral/Hoa hồng giới thiệu","Biến phí","","","",""
"10","2025","  -   ","TikTok","2. Chi phí bán hàng","Chi phí quảng cáo Meta/Google/Tiktok","Biến phí","","","",""
"10","2025","","SEO","2. Chi phí bán hàng","Chi phí quảng cáo Meta/Google/Tiktok","Biến phí","","","",""
"10","2025","  974.004.724 ","% của NV","4. Chi phí nhân sự","Thưởng KPI","Biến phí","","","",""
"10","2025","  9.515.081 ","Phí cà thẻ","6. Chi phí khác","Phí cà thẻ","Biến phí","","","",""
"10","2025","  6.790.667 ","Tiếp khách pK(grab, chi phí khác)","6. Chi phí khác","Tiếp khách phòng khám","Biến phí","","","",""
"10","2025","  515.275.285 ","Lương","4. Chi phí nhân sự","Lương cố định bộ phận văn phòng","Định phí","","","",""
"10","2025","  123.805.667 ","Chi phí MB","3. Chi phí quản lý doanh nghiệp","Thuê mặt bằng","Định phí","","","",""
"10","2025","  36.623.333 ","Bảo hiểm","4. Chi phí nhân sự","Bảo hiểm","Định phí","","","",""
"10","2025","  22.000.000 ","Thuê bằng bs","3. Chi phí quản lý doanh nghiệp","Thuê bằng bác sĩ","Định phí","","","",""
"10","2025","  8.304.000 ","chi phí cho quận, phường","5. Chi phí thuế và lãi vay","Phường, quận","Biến phí","","","",""
"10","2025","  1.000.000 ","thuế","5. Chi phí thuế và lãi vay","Phường, quận","Biến phí","","","",""
"10","2025","  27.080.000 ","Mua kin","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"10","2025","  2.268.000 ","kiểm định lò hấp","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"10","2025","  12.749.333 ","Bao tay y tế+bộ khối cắn nha khoa, Povidine, tấm choàng che cổ, gương cầm tay phòng điều trị+túi chườm,mua áo chì , khăn giấy choàng cổ phòng điều trị","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"10","2025","  6.300.000 ","Mua mc","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"10","2025","  31.628.000 ","sáp nha khoa , nhựa ép hàm duy trì","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"10","2025","  89.969.000 ","bóng đèn cực tím, mũi tay khoan + dây lò xo+ vật tư","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"10","2025","  63.300.000 ","kí cụ T9+10","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"10","2025","  25.806.000 ","vật tư t10","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"10","2025","  100.000.000 ","Quỹ thưởng","6. Chi phí khác","Quỹ dự phòng","Biến phí","","","",""
"10","2025","  -   ","Dự trù phát sinh","6. Chi phí khác","Quỹ dự phòng","Biến phí","","","",""
"10","2025","  5.547.001 ","Mua sắm tài sản","6. Chi phí khác","Mua sắm tài sản","Biến phí","","","",""
"10","2025","  18.113.001 ","Thưởng nóng+liên hoan","4. Chi phí nhân sự","Thưởng nóng, liên hoan","Biến phí","","","",""
"10","2025","  -   ","Giới thiệu nhân sự","6. Chi phí khác","Giới thiệu nhân sự","Biến phí","","","",""
"10","2025","  5.751.667 ","đào tạo nhân sự","4. Chi phí nhân sự","Đào tạo nhân sự","Biến phí","","","",""
"11","2025","  37.790.667 ","Mua đồ hành chính","3. Chi phí quản lý doanh nghiệp","Hành chính","Biến phí","","","",""
"11","2025","  3.835.000 ","bãi xe nv","3. Chi phí quản lý doanh nghiệp","Thuê xe, bãi xe","Định phí","","","",""
"11","2025","  21.954.284 ","điện+nước+wf","3. Chi phí quản lý doanh nghiệp","Điện, nước, wifi","Biến phí","","","",""
"11","2025","  41.876.333 ","Cp tiếp khách","6. Chi phí khác","Tiếp khách ngoài","Biến phí","","","",""
"11","2025","  21.388.333 ","tặng phẩm khách","2. Chi phí bán hàng","Tặng phẩm khách","Biến phí","","","",""
"11","2025","  422.000.000 ","MKT chạy quảng cáo","2. Chi phí bán hàng","Marketing chạy quảng cáo","Biến phí","","","",""
"11","2025","  132.831.000 ","Cp sửa chữa, bảo trì","3. Chi phí quản lý doanh nghiệp","Bảo trì - sửa chữa - khử khuẩn","Biến phí","","","",""
"11","2025","  -   ","Cộng tác viên","2. Chi phí bán hàng","Chi phí referral/Hoa hồng giới thiệu","Biến phí","","","",""
"11","2025","  17.138.641 ","Thưởng gián tiếp","2. Chi phí bán hàng","Thưởng gián tiếp","Biến phí","","","",""
"11","2025","  2.000.000 ","Đi trường","2. Chi phí bán hàng","Đi trường","Biến phí","","","",""
"11","2025","  86.033.000 ","Hành chính MKT","2. Chi phí bán hàng","Hành chính MKT","Biến phí","","","",""
"11","2025","  13.000.000 ","Hoa hồng giới thiệu","2. Chi phí bán hàng","Chi phí referral/Hoa hồng giới thiệu","Biến phí","","","",""
"11","2025","  -   ","TikTok","2. Chi phí bán hàng","Chi phí quảng cáo Meta/Google/Tiktok","Biến phí","","","",""
"11","2025","  -   ","SEO","2. Chi phí bán hàng","Chi phí quảng cáo Meta/Google/Tiktok","Biến phí","","","",""
"11","2025","  871.033.777 ","% của NV","4. Chi phí nhân sự","Thưởng KPI","Biến phí","","","",""
"11","2025","  8.691.163 ","Phí cà thẻ","6. Chi phí khác","Phí cà thẻ","Biến phí","","","",""
"11","2025","  6.780.000 ","Tiếp khách pK(grab, chi phí khác)","6. Chi phí khác","Tiếp khách phòng khám","Biến phí","","","",""
"11","2025","  495.314.512 ","Lương","4. Chi phí nhân sự","Lương cố định bộ phận văn phòng","Định phí","","","",""
"11","2025","  128.441.625 ","Chi phí MB","3. Chi phí quản lý doanh nghiệp","Thuê mặt bằng","Định phí","","","",""
"11","2025","  36.792.507 ","Bảo hiểm","4. Chi phí nhân sự","Bảo hiểm","Định phí","","","",""
"11","2025","  22.000.000 ","Thuê bằng bs","3. Chi phí quản lý doanh nghiệp","Thuê bằng bác sĩ","Định phí","","","",""
"11","2025","  19.095.000 ","chi phí cho quận, phường","5. Chi phí thuế và lãi vay","Phường, quận","Biến phí","","","",""
"11","2025","  24.862.000 ","Thun của Teennie","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"11","2025","  14.200.000 ","Mua kin","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"11","2025","  23.495.000 ","bóng đèn tủ cực tím, tinh chỉnh khay niềng, tiền đèn pin,mua cục cắn  Teennie, hộp đựng hàm duy trì, dung dịch vệ sinh dụng cụ,cục cắn, Túi zip ,mua túi hấp dụng cụ","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"11","2025","  30.793.000 ","vật liệu,","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"11","2025","  54.351.480 ","niềng invy khách Dương Tiểu Bình","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"11","2025","  70.875.163 ","minivis T6-T10/25","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"11","2025","  10.400.000 ","Thun gắn mc","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"11","2025","  6.772.500 ","mắc cài lẻ","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"11","2025","  14.546.700 ","dây cung, tube, mc, thạch cao","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"11","2025","  52.220.680 ","mua khâu T10+11","1. Giá vốn hàng bán","Vật tư tiêu hao","Biến phí","","","",""
"11","2025","  100.000.000 ","Quỹ thưởng","6. Chi phí khác","Thưởng tổng cuối năm","Định phí","","","",""
"11","2025","  -   ","Dự trù phát sinh","6. Chi phí khác","Quỹ dự phòng","Biến phí","","","",""
"11","2025","  5.638.500 ","Mua sắm tài sản","6. Chi phí khác","Mua sắm tài sản","Biến phí","","","",""
"11","2025","  19.251.000 ","Thưởng nóng+liên hoan","4. Chi phí nhân sự","Thưởng nóng, liên hoan","Biến phí","","","",""
"11","2025","  -   ","đào tạo nhân sự","4. Chi phí nhân sự","Đào tạo nhân sự","Biến phí","","","",""
"12","2025","  66.624.000 ","Mua đồ hành chính","3. Chi phí quản lý doanh nghiệp","Hành chính","Biến phí","","","",""
"12","2025","  4.000.000 ","bãi xe nv","3. Chi phí quản lý doanh nghiệp","Thuê xe, bãi xe","Định phí","","","",""
"12","2025","  33.102.947 ","điện+nước+wf","3. Chi phí quản lý doanh nghiệp","Điện, nước, wifi","Biến phí","","","",""
"12","2025","  40.656.000 ","Cp tiếp khách","6. Chi phí khác","Tiếp khách ngoài","Biến phí","","","",""
"12","2025","  70.655.000 ","tặng phẩm khách","2. Chi phí bán hàng","Tặng phẩm khách","Biến phí","","","",""
"12","2025","  433.000.000 ","MKT chạy quảng cáo","2. Chi phí bán hàng","Marketing chạy quảng cáo","Biến phí","","","",""
"12","2025","  31.618.500 ","Cp sửa chữa, bảo trì","3. Chi phí quản lý doanh nghiệp","Bảo trì - sửa chữa - khử khuẩn","Biến phí","","","",""
"12","2025","  -   ","Cộng tác viên","2. Chi phí bán hàng","Chi phí referral/Hoa hồng giới thiệu","Biến phí","","","",""
"12","2025","  -   ","Thưởng gián tiếp","2. Chi phí bán hàng","Thưởng gián tiếp","Biến phí","","","",""
"12","2025","  -   ","Đi trường","2. Chi phí bán hàng","Đi trường","Biến phí","","","",""
"12","2025","  46.391.000 ","Hành chính MKT","2. Chi phí bán hàng","Hành chính MKT","Biến phí","","","",""
"12","2025","  16.000.000 ","Hoa hồng giới thiệu","2. Chi phí bán hàng","Chi phí referral/Hoa hồng giới thiệu","Biến phí","","","",""
"12","2025","  -   ","TikTok","2. Chi phí bán hàng","Chi phí quảng cáo Meta/Google/Tiktok","Biến phí","","","",""
"12","2025","  -   ","SEO","2. Chi phí bán hàng","Chi phí quảng cáo Meta/Google/Tiktok","Biến phí","","","",""
"12","2025","  915.737.441 ","% của NV","4. Chi phí nhân sự","Thưởng KPI","Biến phí","","","",""
"12","2025","  9.078.058 ","Phí cà thẻ","6. Chi phí khác","Phí cà thẻ","Biến phí","","","",""
"12","2025","  7.605.000 ","Tiếp khách pK(grab, chi phí khác)","6. Chi phí khác","Tiếp khách phòng khám","Biến phí","","","",""
"12","2025","  490.973.736 ","Lương","4. Chi phí nhân sự","Lương cố định bộ phận văn phòng","Định phí","","","",""
"12","2025","  128.763.375 ","Chi phí MB","3. Chi phí quản lý doanh nghiệp","Thuê mặt bằng","Định phí","","","",""
