THÁNG,NỘI DUNG CHI,PHÂN LOẠI,SỐ TIỀN,DÒNG TIỀN,TÀI CHÍNH
2023.03,"Phần mềm teennie 3th: 3,4,5",Mua đồ hành chính,12.000.000,Biến phí,Chi phí hành chính
2023.03,mua kéo tặng khách niềng,Mua đồ hành chính,813.000,Biến phí,Chi phí hành chính
2023.03,286 gth 946,Mua đồ hành chính,2.000.000,Biến phí,Chi phí hành chính
2023.03,31 TN,Mua đồ hành chính,17.787.000,Biến phí,Chi phí hành chính
2023.03,hotline 0836,Mua đồ hành chính,1.282.000,Biến phí,Chi phí hành chính
2023.03,263 gth 492,Mua đồ hành chính,2.000.000,Biến phí,Chi phí hành chính
2023.03,TN tặng khách mua lần 2,Mua đồ hành chính,17.787.000,Biến phí,Chi phí hành chính
2023.03,597 gth 971,Mua đồ hành chính,2.000.000,Biến phí,Chi phí hành chính
2023.03,phí cà thẻ T3/23,Mua đồ hành chính,3.926.921,Biến phí,Chi phí hành chính
2023.03,Marketing,Marketing chạy Quảng cáo,179.850.000,Biến phí,Chi phí bán hàng
2023.03,61A,Chi phí Mặt bằng,57.500.000,Định phí,Chi phí QLDN
2023.03,Điện 61A,Điện + Nước,12.816.500,Định phí,Chi phí hành chính
2023.03,Nước,Điện + Nước,6.605.500,Định phí,Chi phí hành chính
2023.03,bảo hiểm nv,Bảo hiểm,14.772.800,Định phí,Chi phí QLDN
2023.03,lương BS,Lương,137.750.000,Định phí,Chi phí QLDN
2023.03,% BS,KPI,325.362.875,Biến phí,Chi phí bán hàng
2023.03,lương bộ phận còn lại,Lương,222.116.243,Định phí,Chi phí QLDN
2023.03,% bộ phận còn lại,KPI,86.943.465,Biến phí,Chi phí bán hàng
2023.03,Thun,Tiền vật liệu,3.000.000,Biến phí,Chi phí giá vốn
2023.03,Vật liệu morelli t1-15/2,Tiền vật liệu,33.442.500,Biến phí,Chi phí giá vốn
2023.03,vít chỉnh nha,Tiền vật liệu,9.450.000,Biến phí,Chi phí giá vốn
2023.03,thun teennie,Tiền vật liệu,8.580.000,Biến phí,Chi phí giá vốn
2023.03,Thanh Ngọc t2/23,Tiền vật liệu,9.410.000,Biến phí,Chi phí giá vốn
2023.04,Tổng hợp,Mua đồ hành chính,0,Biến phí,Chi phí hành chính
2023.04,743 gth 980,Mua đồ hành chính,2.000.000,Biến phí,Chi phí hành chính
2023.04,mua kéo tặng khách niềng,Mua đồ hành chính,820.000,Biến phí,Chi phí hành chính
2023.04,308 gth 992 và 507 gth 922,Mua đồ hành chính,4.000.000,Biến phí,Chi phí hành chính
2023.04,bàn chải kẽ cho khách,Mua đồ hành chính,355.000,Biến phí,Chi phí hành chính
2023.04,0037 gth 938,Mua đồ hành chính,2.000.000,Biến phí,Chi phí hành chính
2023.04,612 gth 865+848,Mua đồ hành chính,4.000.000,Biến phí,Chi phí hành chính
2023.04,213 gth 873,Mua đồ hành chính,2.000.000,Biến phí,Chi phí hành chính
2023.04,mua kéo tặng khách teennie,Mua đồ hành chính,890.000,Biến phí,Chi phí hành chính
2023.04,Phí cà thẻ t4/23,Mua đồ hành chính,2.969.002,Biến phí,Chi phí hành chính
2023.04,Marketing,Marketing chạy Quảng cáo,222.000.000,Biến phí,Chi phí bán hàng
2023.04,61A,Chi phí Mặt bằng,57.500.000,Định phí,Chi phí QLDN
2023.04,Điện 61A,Điện + Nước,13.784.000,Định phí,Chi phí hành chính
2023.04,Nước 61A t3+4,Điện + Nước,9.233.000,Định phí,Chi phí hành chính
2023.04,bằng điều dưỡng 3th,Thuê bằng,9.000.000,Định phí,Chi phí QLDN
2023.04,bảo hiểm,Bảo hiểm,17.617.920,Định phí,Chi phí QLDN
2023.04,lương BS,Lương,139.062.500,Định phí,Chi phí QLDN
2023.04,% BS,KPI,247.343.148,Biến phí,Chi phí bán hàng
2023.04,lương nv,Lương,233.813.599,Định phí,Chi phí QLDN
2023.04,% nv,KPI,57.896.593,Biến phí,Chi phí bán hàng
2023.04,mua thun màu,Tiền vật liệu,1.920.000,Biến phí,Chi phí giá vốn
2023.04,Thanh Ngọc T3,Tiền vật liệu,21.359.000,Biến phí,Chi phí giá vốn
2023.04,Công nợ 3M t3,Tiền vật liệu,26.464.900,Biến phí,Chi phí giá vốn
2023.04,Máy xq,Mua sắm tài sản,34.050.000,Chi phí khác,Chi phí khác
2023.05,Tổng hợp,Mua đồ hành chính,0,Biến phí,Chi phí hành chính
2023.05,357 gth 957,Mua đồ hành chính,2.000.000,Biến phí,Chi phí hành chính
2023.05,hotline tee,Mua đồ hành chính,1.118.000,Biến phí,Chi phí hành chính
2023.05,Hh gth 881,Mua đồ hành chính,2.000.000,Biến phí,Chi phí hành chính
2023.05,TN,Mua đồ hành chính,17.787.000,Biến phí,Chi phí hành chính
2023.05,877 gth 904,Mua đồ hành chính,2.000.000,Biến phí,Chi phí hành chính
2023.05,Chiến dịch niềng răng 5tr theanh28,Mua đồ hành chính,23.000.000,Biến phí,Chi phí hành chính
2023.05,Quay dựng post niềng răng 5tr,Mua đồ hành chính,7.000.000,Biến phí,Chi phí hành chính
2023.05,5Post Page Nha Van Cuc Suc - Teennie clinic,Mua đồ hành chính,18.000.000,Biến phí,Chi phí hành chính
2023.05,Teennie 5 post - Groups NKNR Hi Smile,Mua đồ hành chính,30.000.000,Biến phí,Chi phí hành chính
2023.05,kéo tặng khách,Mua đồ hành chính,864.000,Biến phí,Chi phí hành chính
2023.05,Seeding Fanpage Teennie.,Mua đồ hành chính,6.000.000,Biến phí,Chi phí hành chính
2023.05,Tiền quay dựng video teennie bên team anh Quốc GenZ,Mua đồ hành chính,7.000.000,Biến phí,Chi phí hành chính
2023.05,mua kéo tặng khách,Mua đồ hành chính,1.814.000,Biến phí,Chi phí hành chính
2023.05,mua bàn chải kẽ,Mua đồ hành chính,919.000,Biến phí,Chi phí hành chính
2023.05,971 gth 972,Mua đồ hành chính,2.000.000,Biến phí,Chi phí hành chính
2023.05,"1032 gth 1045, 0080 gth 1019",Mua đồ hành chính,4.000.000,Biến phí,Chi phí hành chính
2023.05,Seeding Group Teennie.,Mua đồ hành chính,8.900.000,Biến phí,Chi phí hành chính
2023.05,Seeding chiến dịch niềng răng 0đ,Mua đồ hành chính,34.200.000,Biến phí,Chi phí hành chính
2023.05,Seeding fanpage,Mua đồ hành chính,3.000.000,Biến phí,Chi phí hành chính
2023.05,Phí cà thẻ T5,Mua đồ hành chính,21.570.690,Biến phí,Chi phí hành chính
2023.05,Marketing,Marketing chạy Quảng cáo,265.000.000,Biến phí,Chi phí bán hàng
2023.05,61A,Chi phí Mặt bằng,57.500.000,Định phí,Chi phí QLDN
2023.05,Điện 61A,Điện + Nước,13.809.000,Định phí,Chi phí hành chính
2023.05,bảo hiểm,Bảo hiểm,17.628.160,Định phí,Chi phí QLDN
2023.05,lương BS,Lương,141.375.000,Định phí,Chi phí QLDN
2023.05,% dthu BS,KPI,265.036.488,Biến phí,Chi phí bán hàng
2023.05,lương bp khác,Lương,199.440.659,Định phí,Chi phí QLDN
2023.05,% lương bp khác,KPI,68.760.357,Biến phí,Chi phí bán hàng
2023.05,dây chỉnh nha+đầu vặn mini,Tiền vật liệu,1.300.000,Biến phí,Chi phí giá vốn
2023.05,thun liên hàm,Tiền vật liệu,1.125.000,Biến phí,Chi phí giá vốn
2023.05,thun  + dây cung,Tiền vật liệu,4.000.000,Biến phí,Chi phí giá vốn
2023.05,Mắc cài,Tiền vật liệu,55.125.000,Biến phí,Chi phí giá vốn
2023.05,công nợ morrelly T3+4,Tiền vật liệu,31.635.000,Biến phí,Chi phí giá vốn
2023.05,niềng invi ca My,Tiền vật liệu,32.523.432,Biến phí,Chi phí giá vốn
2023.06,Tổng hợp,Mua đồ hành chính,0,Biến phí,Chi phí hành chính
2023.06,TN,Mua đồ hành chính,17.213.000,Biến phí,Chi phí hành chính
2023.06,T6-T11/23,Mua đồ hành chính,24.000.000,Biến phí,Chi phí hành chính
2023.06,760 gth 1030 và 1029,Mua đồ hành chính,4.000.000,Biến phí,Chi phí hành chính
2023.06,1039 gth 1048,Mua đồ hành chính,2.000.000,Biến phí,Chi phí hành chính
2023.06,227 gth 1068,Mua đồ hành chính,1.000.000,Biến phí,Chi phí hành chính
2023.06,263 gth 954 và 1084,Mua đồ hành chính,3.000.000,Biến phí,Chi phí hành chính
2023.06,939 gth 943,Mua đồ hành chính,2.000.000,Biến phí,Chi phí hành chính
2023.06,31 MTN,Mua đồ hành chính,17.787.000,Biến phí,Chi phí hành chính
2023.06,mua gấu bông teddy làm mẫu cho tặng KH kết thúc niềng răng (gấu 140k + ship 20k),Mua đồ hành chính,160.000,Biến phí,Chi phí hành chính
2023.06,Tiền photo 500 cam kết niềng răng + 300 lời dặn sau dv,Mua đồ hành chính,656.000,Biến phí,Chi phí hành chính
2023.06,Thanh toán tiền in test cẩm nang Teennnie,Mua đồ hành chính,200.000,Biến phí,Chi phí hành chính
2023.06,270 gth 1106,Mua đồ hành chính,1.000.000,Biến phí,Chi phí hành chính
2023.06,mua kẹp kim,Mua đồ hành chính,340.000,Biến phí,Chi phí hành chính
2023.06,phí cà thẻ t6,Mua đồ hành chính,5.180.230,Biến phí,Chi phí hành chính
2023.06,Marketing,Marketing chạy Quảng cáo,355.000.000,Biến phí,Chi phí bán hàng
2023.06,61A,Chi phí Mặt bằng,59.000.000,Định phí,Chi phí QLDN
2023.06,Điện 61A,Điện + Nước,15.754.500,Định phí,Chi phí hành chính
2023.06,Nước 61A T5+6,Điện + Nước,9.150.000,Định phí,Chi phí hành chính
2023.06,BH NV,Bảo hiểm,17.628.160,Định phí,Chi phí QLDN
2023.06,lương BS,Lương,138.093.750,Định phí,Chi phí QLDN
2023.06,%BS,KPI,388.687.651,Biến phí,Chi phí bán hàng
2023.06,lương bp khác,Lương,196.452.953,Định phí,Chi phí QLDN
2023.06,% lương bp khác,KPI,79.261.632,Biến phí,Chi phí bán hàng
2023.06,vật liệu (thun+cung),Tiền vật liệu,3.900.000,Biến phí,Chi phí giá vốn
2023.06,thun mác cài,Tiền vật liệu,1.440.000,Biến phí,Chi phí giá vốn
2023.06,cục cắn chỉnh nha,Tiền vật liệu,450.000,Biến phí,Chi phí giá vốn
2023.06,dây cung,Tiền vật liệu,3.300.000,Biến phí,Chi phí giá vốn
2023.06,Thanh Ngọc T5,Tiền vật liệu,17.736.000,Biến phí,Chi phí giá vốn
2023.06,vật tư (minivis+thun),Tiền vật liệu,3.660.000,Biến phí,Chi phí giá vốn
2023.06,endoz+kẹo kim,Tiền vật liệu,2.043.000,Biến phí,Chi phí giá vốn
2023.06,"Khí cụ t3,4,5,6",Tiền vật liệu,56.500.000,Biến phí,Chi phí giá vốn
2023.07,Tổng hợp,Mua đồ hành chính,0,Biến phí,Chi phí hành chính
2023.07,bình nc tặng khách,Mua đồ hành chính,9.365.000,Biến phí,Chi phí hành chính
2023.07,voice off video 6 li do Teennie,Mua đồ hành chính,300.000,Biến phí,Chi phí hành chính
2023.07,853 gth 1141,Mua đồ hành chính,1.000.000,Biến phí,Chi phí hành chính
2023.07,Huy quần hoa làm video tiktok,Mua đồ hành chính,20.000.000,Biến phí,Chi phí hành chính
2023.07,31TN,Mua đồ hành chính,17.787.000,Biến phí,Chi phí hành chính
2023.07,mua khung hình tặng khách tháo niềng,Mua đồ hành chính,1.625.000,Biến phí,Chi phí hành chính
2023.07,Làm bình tặng khacha,Mua đồ hành chính,7.770.000,Biến phí,Chi phí hành chính
2023.07,ép in logo bằng khen khách tháo niêng,Mua đồ hành chính,3.500.000,Biến phí,Chi phí hành chính
2023.07,"In ấn Thư cảm ơn, lời dặn KH, hồ sơ bệnh án, card Teennie",Mua đồ hành chính,985.000,Biến phí,Chi phí hành chính
2023.07,mua bàn cắt giấy,Mua đồ hành chính,88.000,Biến phí,Chi phí hành chính
2023.07,Tin màu bằng khen cho KH Teennie tháo niềng(5k*26),Mua đồ hành chính,130.000,Biến phí,Chi phí hành chính
2023.07,rửa hình+ship Ngô Kiến Huy tặng KH Teennie (9k*30 tấm),Mua đồ hành chính,295.000,Biến phí,Chi phí hành chính
2023.07,"in decal logo Teennie dán lên hộp quà, túi giấy (1k/ cái 300 cái) cho hộp quà và túi tặng KH Teennie tháo niềng",Mua đồ hành chính,300.000,Biến phí,Chi phí hành chính
2023.07,túi giấy+giấy rơm + dây thừng + giấy mỹ thuật làm quà tặng KH Teennie tháo niềng,Mua đồ hành chính,203.000,Biến phí,Chi phí hành chính
2023.07,hh teennie,Mua đồ hành chính,1.000.000,Biến phí,Chi phí hành chính
2023.07,Phí cà thẻ T7,Mua đồ hành chính,4.055.601,Biến phí,Chi phí hành chính
2023.07,Marketing,Marketing chạy Quảng cáo,345.000.000,Biến phí,Chi phí bán hàng
2023.07,61A,Chi phí Mặt bằng,59.000.000,Định phí,Chi phí QLDN
2023.07,Điện 61A,Điện + Nước,14.774.500,Định phí,Chi phí hành chính
2023.07,Nước 61A,Điện + Nước,4.790.000,Định phí,Chi phí hành chính
2023.07,BH NV,Bảo hiểm,19.230.720,Định phí,Chi phí QLDN
2023.07,bằng điều dưỡng 3th,Thuê bằng,9.000.000,Định phí,Chi phí QLDN
2023.07,lương BS,Lương,149.650.840,Định phí,Chi phí QLDN
2023.07,% BS,KPI,401.560.151,Biến phí,Chi phí bán hàng
2023.07,lương nv,Lương,210.631.044,Định phí,Chi phí QLDN
2023.07,% nv,KPI,99.615.689,Biến phí,Chi phí bán hàng
2023.07,button,Tiền vật liệu,1.500.000,Biến phí,Chi phí giá vốn
2023.07,Thun dây cung,Tiền vật liệu,15.450.000,Biến phí,Chi phí giá vốn
2023.07,Thanh Ngọc T6,Tiền vật liệu,19.823.000,Biến phí,Chi phí giá vốn
2023.07,Morrlly,Tiền vật liệu,38.747.800,Biến phí,Chi phí giá vốn
2023.08,Tổng hợp,Mua đồ hành chính,0,Biến phí,Chi phí hành chính
2023.08,Hộp quà khách tháo niềng,Mua đồ hành chính,1.480.000,Biến phí,Chi phí hành chính
2023.08,Khung tranh cho khách tháo niềng,Mua đồ hành chính,1.300.000,Biến phí,Chi phí hành chính
2023.08,31 máy tăm nước,Mua đồ hành chính,17.787.000,Biến phí,Chi phí hành chính
2023.08,Seo web,Mua đồ hành chính,10.000.000,Biến phí,Chi phí hành chính
2023.08,"785 san gth 1165, 400 gth1167",Mua đồ hành chính,2.000.000,Biến phí,Chi phí hành chính
2023.08,in chăm sóc sau gắn mc,Mua đồ hành chính,340.000,Biến phí,Chi phí hành chính
2023.08,chi hh teennie,Mua đồ hành chính,6.000.000,Biến phí,Chi phí hành chính
2023.08,kéo tặng khách,Mua đồ hành chính,2.509.000,Biến phí,Chi phí hành chính
2023.08,hộp quà,Mua đồ hành chính,1.376.000,Biến phí,Chi phí hành chính
2023.08,bàn chải kẽ,Mua đồ hành chính,550.000,Biến phí,Chi phí hành chính
2023.08,62 TN tee,Mua đồ hành chính,34.117.000,Biến phí,Chi phí hành chính
2023.08,ship tặng quà bình nước Teennie cho đối tác,Mua đồ hành chính,20.000,Biến phí,Chi phí hành chính
2023.08,Mua balo mẫu Teennie,Mua đồ hành chính,300.000,Biến phí,Chi phí hành chính
2023.08,ship balo mẫu qua cho Chị Trâm may balo mẫu cho Teennie,Mua đồ hành chính,45.000,Biến phí,Chi phí hành chính
2023.08,mua giày đồng phục cho phụ tá mới Teennie,Mua đồ hành chính,140.000,Biến phí,Chi phí hành chính
2023.08,"in ấn hồ sơ, lời dặn sau dịch vụ, ruột hồ sơ",Mua đồ hành chính,616.000,Biến phí,Chi phí hành chính
2023.08,in bằng tặng KH tháo niềng 5k/tấm (5 khách),Mua đồ hành chính,25.000,Biến phí,Chi phí hành chính
2023.08,mua mẫu túi thổ cẩm đựng bình Bộ Tộc Niềng răng (A Hiền đặt),Mua đồ hành chính,239.000,Biến phí,Chi phí hành chính
2023.08,mẫu túi cói đựng bình bình Bộ Tộc Niềng răng (Bông đặt),Mua đồ hành chính,196.000,Biến phí,Chi phí hành chính
2023.08,giấy mỹ thuật + dây cói làm thư cảm ơn Teennie 60k + Bìa cứng kê giấy đựng hồ sơ - 110k,Mua đồ hành chính,160.000,Biến phí,Chi phí hành chính
2023.08,túi cói đựng bình Bộ tộc niềng răng cho A Quang tặng KOL 6 cái/100k,Mua đồ hành chính,600.000,Biến phí,Chi phí hành chính
2023.08,phí cà thẻ T8,Mua đồ hành chính,4.342.619,Biến phí,Chi phí hành chính
2023.08,Marketing,Marketing chạy Quảng cáo,315.000.000,Biến phí,Chi phí bán hàng
2023.08,61A,Chi phí Mặt bằng,59.000.000,Định phí,Chi phí QLDN
2023.08,Điện 61A,Điện + Nước,15.099.500,Định phí,Chi phí hành chính
2023.08,Nước 61A T7,Điện + Nước,6.500.000,Định phí,Chi phí hành chính
2023.08,BH NV,Bảo hiểm,19.230.720,Định phí,Chi phí QLDN
2023.08,lương BS,Lương,148.125.000,Định phí,Chi phí QLDN
2023.08,% của BS,KPI,429.563.723,Biến phí,Chi phí bán hàng
2023.08,lương bp khác,Lương,211.089.010,Định phí,Chi phí QLDN
2023.08,% của các bp khác,KPI,111.717.386,Biến phí,Chi phí bán hàng
2023.08,kềm nhổ răng,Tiền vật liệu,8.200.000,Biến phí,Chi phí giá vốn
2023.08,Vis,Tiền vật liệu,8.100.000,Biến phí,Chi phí giá vốn
2023.08,vặt tư,Tiền vật liệu,23.750.000,Biến phí,Chi phí giá vốn
2023.08,Thanh Ngọc,Tiền vật liệu,24.686.000,Biến phí,Chi phí giá vốn
2023.08,"Mua khâu t6,7,8/23",Tiền vật liệu,42.461.000,Biến phí,Chi phí giá vốn
2023.08,khí cụ T7+8,Tiền vật liệu,42.300.000,Biến phí,Chi phí giá vốn
2023.09,Tổng hợp,Mua đồ hành chính,0,Biến phí,Chi phí hành chính
2023.09,quạt đèn gương chụ trong miệng,Mua đồ hành chính,1.595.000,Biến phí,Chi phí hành chính
2023.09,Seo web,Mua đồ hành chính,10.000.000,Biến phí,Chi phí hành chính
2023.09,Cọc lên tick xanh,Mua đồ hành chính,5.000.000,Biến phí,Chi phí hành chính
2023.09,1032 gth 1270,Mua đồ hành chính,1.000.000,Biến phí,Chi phí hành chính
2023.09,sửa ghế nha,Mua đồ hành chính,200.000,Biến phí,Chi phí hành chính
2023.09,balo tặng khách,Mua đồ hành chính,38.415.000,Biến phí,Chi phí hành chính
2023.09,tiền seeding+mua tài khoản,Mua đồ hành chính,5.500.000,Biến phí,Chi phí hành chính
2023.09,31TN Teennie,Mua đồ hành chính,16.517.000,Biến phí,Chi phí hành chính
2023.09,bàn chải kẽ,Mua đồ hành chính,800.000,Biến phí,Chi phí hành chính
2023.09,đông phục teennie,Mua đồ hành chính,4.340.000,Biến phí,Chi phí hành chính
2023.09,980 gth 1179 và 826 gth 1207,Mua đồ hành chính,2.000.000,Biến phí,Chi phí hành chính
2023.09,phí sms brand name,Mua đồ hành chính,400.000,Biến phí,Chi phí hành chính
2023.09,dấu teennie,Mua đồ hành chính,770.000,Biến phí,Chi phí hành chính
2023.09,Đặt Bình cho khách,Mua đồ hành chính,7.770.000,Biến phí,Chi phí hành chính
2023.09,quà sn BS Huy,Mua đồ hành chính,2.200.000,Biến phí,Chi phí hành chính
2023.09,hh khách,Mua đồ hành chính,2.000.000,Biến phí,Chi phí hành chính
2023.09,"bảng tên bác Sáng, phụ tá Teennie mới",Mua đồ hành chính,135.000,Biến phí,Chi phí hành chính
2023.09,gửi hàm duy trì cho KH ở Long AN và Bình Phước,Mua đồ hành chính,50.000,Biến phí,Chi phí hành chính
2023.09,phí gth nhân viên Trang gth Y bình,Mua đồ hành chính,3.000.000,Biến phí,Chi phí hành chính
2023.09,phí cà thẻ T9,Mua đồ hành chính,4.437.884,Biến phí,Chi phí hành chính
2023.09,Marketing,Marketing chạy Quảng cáo,335.000.000,Biến phí,Chi phí bán hàng
2023.09,61A,Chi phí Mặt bằng,59.000.000,Định phí,Chi phí QLDN
2023.09,Điện 61A,Điện + Nước,27.714.000,Định phí,Chi phí hành chính
2023.09,Nước 61A T9,Điện + Nước,5.990.000,Định phí,Chi phí hành chính
2023.09,BH NV,Bảo hiểm,17.628.160,Định phí,Chi phí QLDN
2023.09,lương cb BS,Lương,147.062.500,Định phí,Chi phí QLDN
2023.09,% dthu BS,KPI,433.183.848,Biến phí,Chi phí bán hàng
2023.09,lương cb các bp khác,Lương,208.927.584,Định phí,Chi phí QLDN
2023.09,% dth các bp khác,KPI,108.210.948,Biến phí,Chi phí bán hàng
2023.09,nâng khớp + dây art chỉnh torque,Tiền vật liệu,1.750.000,Biến phí,Chi phí giá vốn
2023.09,kềm step+keo dán chỉnh nha+chẩn gắn khâu,Tiền vật liệu,3.650.000,Biến phí,Chi phí giá vốn
2023.09,minivis,Tiền vật liệu,8.100.000,Biến phí,Chi phí giá vốn
2023.09,công nợ Tín Nha,Tiền vật liệu,38.750.000,Biến phí,Chi phí giá vốn
2023.09,Công nợ morrelly t8+9,Tiền vật liệu,49.937.000,Biến phí,Chi phí giá vốn
2023.09,Thanh Ngọc T8,Tiền vật liệu,24.776.000,Biến phí,Chi phí giá vốn
2023.09,thun,Tiền vật liệu,12.650.000,Biến phí,Chi phí giá vốn
2023.10,Tổng hợp,Mua đồ hành chính,0,Biến phí,Chi phí hành chính
2023.10,Seo web,Mua đồ hành chính,10.000.000,Biến phí,Chi phí hành chính
2023.10,hotline,Mua đồ hành chính,605.000,Biến phí,Chi phí hành chính
2023.10,mua kéo tặng khách,Mua đồ hành chính,1.544.000,Biến phí,Chi phí hành chính
2023.10,dphuc BS Thọ,Mua đồ hành chính,1.715.000,Biến phí,Chi phí hành chính
2023.10,31 TN,Mua đồ hành chính,16.822.000,Biến phí,Chi phí hành chính
2023.10,Mua hoá đơn,Mua đồ hành chính,2.500.000,Biến phí,Chi phí hành chính
2023.10,rác y tế vượt mức t9,Mua đồ hành chính,544.000,Biến phí,Chi phí hành chính
2023.10,1211 gth 1373,Mua đồ hành chính,1.000.000,Biến phí,Chi phí hành chính
2023.10,5c gương soi phòng điều trị,Mua đồ hành chính,562.000,Biến phí,Chi phí hành chính
2023.10,1101 gth 1357,Mua đồ hành chính,1.000.000,Biến phí,Chi phí hành chính
2023.10,"337 gth 1331, 1407 gth 1444",Mua đồ hành chính,2.000.000,Biến phí,Chi phí hành chính
2023.10,1322 gth 1435,Mua đồ hành chính,1.000.000,Biến phí,Chi phí hành chính
2023.10,hàm duy trì,Mua đồ hành chính,400.000,Biến phí,Chi phí hành chính
2023.10,hotline nhắn tin,Mua đồ hành chính,500.000,Biến phí,Chi phí hành chính
2023.10,"54513 san gth 10449, 1191 gth 1273, 1272 gth 1412, 564 gth 1176",Mua đồ hành chính,4.000.000,Biến phí,Chi phí hành chính
2023.10,khảo sát nha khoa,Mua đồ hành chính,700.000,Biến phí,Chi phí hành chính
2023.10,Thuế môn bài 2022 2023,Mua đồ hành chính,6.300.000,Biến phí,Chi phí hành chính
2023.10,1383 gth 1498,Mua đồ hành chính,1.000.000,Biến phí,Chi phí hành chính
2023.10,60 MTN,Mua đồ hành chính,37.884.000,Biến phí,Chi phí hành chính
2023.10,973 gth 1310,Mua đồ hành chính,1.000.000,Biến phí,Chi phí hành chính
2023.10,1382 gth 1418,Mua đồ hành chính,1.000.000,Biến phí,Chi phí hành chính
2023.10,phí cà thẻ T10,Mua đồ hành chính,2.526.522,Biến phí,Chi phí hành chính
