THÁNG,NỘI DUNG CHI,PHÂN LOẠI,SỐ TIỀN,DÒNG TIỀN,TÀI CHÍNH
2024.06,mua đầu chuyển tivi,Mua sắm tài sản,258.000,Chi phí khác,Chi phí khác
2024.06,cho phường mượn,Mua sắm tài sản,33.333.333,Chi phí khác,Chi phí khác
2024.06,mua thêm ghế nhựa phòng ăn,Mua sắm tài sản,500.000,Chi phí khác,Chi phí khác
2024.06,cốc sạc cho telesales,Mua sắm tài sản,63.000,Chi phí khác,Chi phí khác
2024.06,Mua thêm ghế phòng họp+phòng HCNS+Mua chuột + USB phòng HCNS,Mua sắm tài sản,589.000,Chi phí khác,Chi phí khác
2024.06,Tiền lab,Tiền Lab,63.300.000,Biến phí,Chi phí giá vốn
2024.06,Trích thưởng gián tiếp,Quỹ thưởng gián tiếp,10.250.000,Biến phí,Chi phí bán hàng
2024.06,Trích thưởng nhân viên cuối năm,Quỹ thưởng tổng cuối năm,1.406.211,Định phí,Chi phí khác
2024.06,Trích quỹ tất niên,Quỹ thưởng tổng cuối năm,10.000.000,Định phí,Chi phí khác
2024.06,Mua đồ workshop đào tạo,Đào tạo,683.333,Chi phí khác,Chi phí khác
2024.06,thuê địa điểm + đồ ăn ngày học  quản lí,Đào tạo,1.526.667,Chi phí khác,Chi phí khác
2024.06,Quỹ team buiding,Quỹ thưởng tổng cuối năm,10.000.000,Định phí,Chi phí khác
2024.07,Tổng hợp,Mua đồ hành chính,0,Biến phí,Chi phí hành chính
2024.07,Mua đồ hành chính,Mua đồ hành chính,31.867.003,Biến phí,Chi phí hành chính
2024.07,Tiền thuê xe,Tiền thuê xe,21.545.500,Định phí,Chi phí hành chính
2024.07,bãi xe cty+bãi xe nv,Tiền thuê xe,4.796.667,Định phí,Chi phí hành chính
2024.07,điện+nước+wf,Điện + Nước,21.138.485,Định phí,Chi phí hành chính
2024.07,Cp tiếp khách,Tiếp khách,11.977.000,Định phí,Chi phí hành chính
2024.07,tặng phẩm khách,Tặng phẩm khách,35.686.333,Biến phí,Chi phí bán hàng
2024.07,MKT chạy quảng cáo,Marketing chạy Quảng cáo,290.000.000,Biến phí,Chi phí bán hàng
2024.07,"Cp sửa chữa, bảo trì",Sửa chữa,31.357.499,Định phí,Chi phí hành chính
2024.07,Cộng tác viên,Cộng tác viên,0,Biến phí,Chi phí bán hàng
2024.07,Thưởng gián tiếp,Quỹ thưởng gián tiếp,6.966.667,Biến phí,Chi phí bán hàng
2024.07,Đi trường,Đi trường,0,Định phí,Chi phí bán hàng
2024.07,Hành chính MKT,Hành chính MKT,23.831.934,Biến phí,Chi phí bán hàng
2024.07,Hoa hòng gth,Hoa hồng giới thiệu,7.016.896,Biến phí,Chi phí bán hàng
2024.07,TikTok,Tiktok,22.000.000,Biến phí,Chi phí bán hàng
2024.07,SEO,SEO,13.750.000,Biến phí,Chi phí bán hàng
2024.07,% của NV,KPI,239.517.906,Biến phí,Chi phí bán hàng
2024.07,Phí cà thẻ,Phí cà thẻ,3.286.144,Biến phí,Chi phí bán hàng
2024.07,"Tiếp khách pK(grab, chi phí khác)",Tiếp khách,4.104.000,Định phí,Chi phí hành chính
2024.07,Lương,Lương,416.402.440,Định phí,Chi phí QLDN
2024.07,Chi phí MB,Chi phí Mặt bằng,103.691.333,Định phí,Chi phí QLDN
2024.07,Bảo hiểm,Bảo hiểm,24.989.867,Định phí,Chi phí QLDN
2024.07,Thuê bằng bs,Thuê bằng,15.000.000,Định phí,Chi phí QLDN
2024.07,"chi phí cho quận, phường",Chi phí Mặt bằng,2.500.000,Định phí,Chi phí QLDN
2024.07,xương zimmer,Tiền vật liệu,5.593.000,Biến phí,Chi phí giá vốn
2024.07,Implant biotem,Tiền vật liệu,33.410.000,Biến phí,Chi phí giá vốn
2024.07,mua metrogyl,Tiền vật liệu,1.530.000,Biến phí,Chi phí giá vốn
2024.07,mua thuốc,Tiền vật liệu,900.000,Biến phí,Chi phí giá vốn
2024.07,Công nợ Việt Đăng,Tiền vật liệu,30.858.000,Biến phí,Chi phí giá vốn
2024.07,mua bộ nạy TGIP,Tiền vật liệu,180.000,Biến phí,Chi phí giá vốn
2024.07,vật liệu TGIP,Tiền vật liệu,10.980.000,Biến phí,Chi phí giá vốn
2024.07,hợp đồng màng xương,Tiền vật liệu,48.000.000,Biến phí,Chi phí giá vốn
2024.07,xnm,Tiền vật liệu,2.385.000,Biến phí,Chi phí giá vốn
2024.07,tiền mua áo phẫu(TGIP),Tiền vật liệu,231.000,Biến phí,Chi phí giá vốn
2024.07,4 hộp thuốc Efferalgan,Tiền vật liệu,758.000,Biến phí,Chi phí giá vốn
2024.07,công nợ Thanh Ngọc,Tiền vật liệu,18.543.000,Biến phí,Chi phí giá vốn
2024.07,tiền xương zimmer,Tiền vật liệu,12.058.000,Biến phí,Chi phí giá vốn
2024.07,Lab IKALAB										,Tiền Lab,47.710.000,Biến phí,Chi phí giá vốn
2024.07,LAB VŨ									,Tiền Lab,33.000.000,Biến phí,Chi phí giá vốn
2024.07,Quỹ thưởng,Quỹ thưởng tổng cuối năm,20.000.000,Định phí,Chi phí khác
2024.07,Dự trù phát sinh,Tiền dự trù phát sinh,0,Định phí,Chi phí khác
2024.07,Mua sắm tài sản,Mua sắm tài sản,110.380.000,Chi phí khác,Chi phí khác
2024.07,Thưởng nóng+liên hoan,Tiền thưởng nóng + liên hoan,6.837.001,Định phí,Chi phí khác
2024.07,Giới thiệu nhân sự,Tiền thưởng nóng + liên hoan,2.000.000,Định phí,Chi phí khác
2024.07,đào tạo nhân sự,Đào tạo,666.667,Chi phí khác,Chi phí khác
2024.08,Tổng hợp,Mua đồ hành chính,0,Biến phí,Chi phí hành chính
2024.08,Mua đồ hành chính,Mua đồ hành chính,21.603.834,Biến phí,Chi phí hành chính
2024.08,Tiền thuê xe,Tiền thuê xe,22.491.000,Định phí,Chi phí hành chính
2024.08,bãi xe cty+bãi xe nv,Tiền thuê xe,5.010.000,Định phí,Chi phí hành chính
2024.08,điện+nước+wf,Điện + Nước,21.064.082,Định phí,Chi phí hành chính
2024.08,Cp tiếp khách,Tiếp khách,12.927.334,Định phí,Chi phí hành chính
2024.08,tặng phẩm khách,Tặng phẩm khách,25.903.667,Biến phí,Chi phí bán hàng
2024.08,MKT chạy quảng cáo,Marketing chạy Quảng cáo,327.000.000,Biến phí,Chi phí bán hàng
2024.08,"Cp sửa chữa, bảo trì",Sửa chữa,14.031.999,Định phí,Chi phí hành chính
2024.08,Cộng tác viên,Cộng tác viên,0,Biến phí,Chi phí bán hàng
2024.08,Thưởng gián tiếp,Quỹ thưởng gián tiếp,0,Biến phí,Chi phí bán hàng
2024.08,Đi trường,Đi trường,0,Định phí,Chi phí bán hàng
2024.08,Hành chính MKT,Hành chính MKT,18.566.667,Biến phí,Chi phí bán hàng
2024.08,Hoa hòng gth,Hoa hồng giới thiệu,1.462.000,Biến phí,Chi phí bán hàng
2024.08,TikTok,Tiktok,22.000.000,Biến phí,Chi phí bán hàng
2024.08,SEO,SEO,13.750.000,Biến phí,Chi phí bán hàng
2024.08,% của NV,KPI,224.151.026,Biến phí,Chi phí bán hàng
2024.08,Phí cà thẻ,Phí cà thẻ,13.770.714,Biến phí,Chi phí bán hàng
2024.08,"Tiếp khách pK(grab, chi phí khác)",Tiếp khách,6.937.500,Định phí,Chi phí hành chính
2024.08,Chi phí MB,Chi phí Mặt bằng,103.246.833,Định phí,Chi phí QLDN
2024.08,Bảo hiểm,Bảo hiểm,25.311.867,Định phí,Chi phí QLDN
2024.08,Thuê bằng bs,Thuê bằng,15.000.000,Định phí,Chi phí QLDN
2024.08,"chi phí cho quận, phường",Mua đồ hành chính,35.400.000,Biến phí,Chi phí hành chính
2024.08,thuế,Mua đồ hành chính,2.200.000,Biến phí,Chi phí hành chính
2024.08,dung dịch vệ sinh dụng cụ,Tiền vật liệu,7.670.000,Biến phí,Chi phí giá vốn
2024.08,công nợ Việt Đăng,Tiền vật liệu,41.612.000,Biến phí,Chi phí giá vốn
2024.08,chi tiền pin + vis,Tiền vật liệu,43.905.000,Biến phí,Chi phí giá vốn
2024.08,cồn,Tiền vật liệu,342.000,Biến phí,Chi phí giá vốn
2024.08,mua thuốc Effegan,Tiền vật liệu,1.962.000,Biến phí,Chi phí giá vốn
2024.08,hd màn xương Osteobol,Tiền vật liệu,31.800.000,Biến phí,Chi phí giá vốn
2024.08,nhựa in máng phẫu thuật,Tiền vật liệu,3.000.000,Biến phí,Chi phí giá vốn
2024.08,Mua máy đo huyết áp,Tiền vật liệu,1.133.333,Biến phí,Chi phí giá vốn
2024.08,abutment tạm,Tiền vật liệu,3.680.000,Biến phí,Chi phí giá vốn
2024.08,"đổi bình oxi,tiền tiền mê",Tiền vật liệu,3.200.000,Biến phí,Chi phí giá vốn
2024.08,công nợ ETK,Tiền vật liệu,21.120.000,Biến phí,Chi phí giá vốn
2024.08,Mua pin+phụ kiện máy chụp cận chóp,Tiền vật liệu,6.244.000,Biến phí,Chi phí giá vốn
2024.08,công nợ biotem,Tiền vật liệu,33.750.000,Biến phí,Chi phí giá vốn
2024.08,mua vật tư TGIP,Tiền vật liệu,4.085.000,Biến phí,Chi phí giá vốn
2024.08,kin hồng,Tiền vật liệu,2.560.000,Biến phí,Chi phí giá vốn
2024.08,Thanh Ngọc,Tiền vật liệu,8.176.000,Biến phí,Chi phí giá vốn
2024.08,lab tháo lắp,Tiền Lab,3.585.000,Biến phí,Chi phí giá vốn
2024.08,lab tháo lắp,Tiền Lab,81.900.000,Biến phí,Chi phí giá vốn
2024.08,Quỹ thưởng,Quỹ thưởng tổng cuối năm,34.116.667,Định phí,Chi phí khác
2024.08,Dự trù phát sinh,Tiền dự trù phát sinh,0,Định phí,Chi phí khác
2024.08,Mua sắm tài sản,Mua sắm tài sản,12.666.667,Chi phí khác,Chi phí khác
2024.08,Thưởng nóng+liên hoan,Tiền thưởng nóng + liên hoan,7.944.000,Định phí,Chi phí khác
2024.08,Giới thiệu nhân sự,Hoa hồng giới thiệu,0,Biến phí,Chi phí bán hàng
2024.08,đào tạo nhân sự,Đào tạo,5.128.333,Chi phí khác,Chi phí khác
2024.08,lương,Lương,426.771.642,Định phí,Chi phí QLDN
2024.09,Tổng hợp,Mua đồ hành chính,0,Biến phí,Chi phí hành chính
2024.09,Mua đồ hành chính,Mua đồ hành chính,19.567.669,Biến phí,Chi phí hành chính
2024.09,Tiền thuê xe,Tiền thuê xe,23.808.636,Định phí,Chi phí hành chính
2024.09,bãi xe cty+bãi xe nv,Tiền thuê xe,4.959.333,Định phí,Chi phí hành chính
2024.09,điện+nước+wf,Điện + Nước,20.344.614,Định phí,Chi phí hành chính
2024.09,Cp tiếp khách,Tiếp khách,16.028.667,Định phí,Chi phí hành chính
2024.09,tặng phẩm khách,Tặng phẩm khách,15.800.000,Biến phí,Chi phí bán hàng
2024.09,MKT chạy quảng cáo,Marketing chạy Quảng cáo,350.000.000,Biến phí,Chi phí bán hàng
2024.09,"Cp sửa chữa, bảo trì",Sửa chữa,18.600.000,Định phí,Chi phí hành chính
2024.09,Cộng tác viên,Cộng tác viên,0,Biến phí,Chi phí bán hàng
2024.09,Thưởng gián tiếp,Quỹ thưởng gián tiếp,10.000.000,Biến phí,Chi phí bán hàng
2024.09,Đi trường,Đi trường,0,Định phí,Chi phí bán hàng
2024.09,Hành chính MKT,Hành chính MKT,58.433.667,Biến phí,Chi phí bán hàng
2024.09,Hoa hòng gth,Hoa hồng giới thiệu,28.924.480,Biến phí,Chi phí bán hàng
2024.09,TikTok,Tiktok,22.000.000,Biến phí,Chi phí bán hàng
2024.09,SEO,SEO,13.750.000,Biến phí,Chi phí bán hàng
2024.09,% của NV,KPI,289.360.815,Biến phí,Chi phí bán hàng
2024.09,Phí cà thẻ,Phí cà thẻ,3.136.820,Biến phí,Chi phí bán hàng
2024.09,"Tiếp khách pK(grab, chi phí khác)",Tiếp khách,9.006.666,Định phí,Chi phí hành chính
2024.09,Lương,Lương,421.741.605,Định phí,Chi phí QLDN
2024.09,Chi phí MB,Chi phí Mặt bằng,102.086.833,Định phí,Chi phí QLDN
2024.09,Bảo hiểm,Bảo hiểm,25.311.573,Định phí,Chi phí QLDN
2024.09,Thuê bằng bs,Thuê bằng,15.000.000,Định phí,Chi phí QLDN
2024.09,"chi phí cho quận, phường",Mua đồ hành chính,36.333.333,Biến phí,Chi phí hành chính
2024.09,mua cây cào xương,Tiền vật liệu,5.000.000,Biến phí,Chi phí giá vốn
2024.09,"vật tư TGIP, bộ nạy TGIP",Tiền vật liệu,33.300.000,Biến phí,Chi phí giá vốn
2024.09,thanh toán tiền xương zimmer,Tiền vật liệu,15.203.000,Biến phí,Chi phí giá vốn
2024.09,công nợ dentium 11/12 kỳ,Tiền vật liệu,112.100.000,Biến phí,Chi phí giá vốn
2024.09,"tiền tiền mê khách cắm implant,đổi bình oxi, chụp phim khách tiền mê",Tiền vật liệu,10.800.000,Biến phí,Chi phí giá vốn
2024.09,hd màn xương Osteobol đợt 3,Tiền vật liệu,31.800.000,Biến phí,Chi phí giá vốn
2024.09,tiền xnm tháng 8/2024,Tiền vật liệu,3.933.000,Biến phí,Chi phí giá vốn
2024.09,tay khoan,Tiền vật liệu,8.900.000,Biến phí,Chi phí giá vốn
2024.09,thuốc khách,Tiền vật liệu,1.200.000,Biến phí,Chi phí giá vốn
2024.09,thanh toán tiền abm tạm(TGIP),Tiền vật liệu,3.680.000,Biến phí,Chi phí giá vốn
2024.09,tiền trụ strauman đổi từ dòng thường lên active,Tiền vật liệu,21.972.500,Biến phí,Chi phí giá vốn
2024.09,gói strauman 20 trụ đợt1/3,Tiền vật liệu,79.200.000,Biến phí,Chi phí giá vốn
2024.09,Thanh Ngọc+mua kin,Tiền vật liệu,20.319.000,Biến phí,Chi phí giá vốn
2024.09,impl Biotem,Tiền vật liệu,11.720.000,Biến phí,Chi phí giá vốn
2024.09,lab AZ,Tiền Lab,5.485.000,Biến phí,Chi phí giá vốn
2024.09,lab Thịnh,Tiền Lab,179.250.000,Biến phí,Chi phí giá vốn
2024.09,Quỹ thưởng,Quỹ thưởng tổng cuối năm,30.000.000,Định phí,Chi phí khác
2024.09,Dự trù phát sinh,Tiền dự trù phát sinh,0,Định phí,Chi phí khác
2024.09,Mua sắm tài sản,Mua sắm tài sản,9.200.667,Chi phí khác,Chi phí khác
2024.09,Thưởng nóng+liên hoan,Tiền thưởng nóng + liên hoan,19.874.000,Định phí,Chi phí khác
2024.09,Giới thiệu nhân sự,Hoa hồng giới thiệu,0,Biến phí,Chi phí bán hàng
2024.09,đào tạo nhân sự,Đào tạo,949.333,Chi phí khác,Chi phí khác
2024.10,Tổng hợp,Mua đồ hành chính,0,Biến phí,Chi phí hành chính
2024.10,Mua đồ hành chính,Mua đồ hành chính,18.091.667,Biến phí,Chi phí hành chính
2024.10,Tiền thuê xe,Tiền thuê xe,23.031.000,Định phí,Chi phí hành chính
2024.10,bãi xe cty+bãi xe nv,Tiền thuê xe,4.299.000,Định phí,Chi phí hành chính
2024.10,điện+nước+wf,Điện + Nước,19.317.944,Định phí,Chi phí hành chính
2024.10,Cp tiếp khách,Tiếp khách,25.646.999,Định phí,Chi phí hành chính
2024.10,tặng phẩm khách,Tặng phẩm khách,20.785.000,Biến phí,Chi phí bán hàng
2024.10,MKT chạy quảng cáo,Marketing chạy Quảng cáo,371.000.000,Biến phí,Chi phí bán hàng
2024.10,"Cp sửa chữa, bảo trì",Sửa chữa,9.370.000,Định phí,Chi phí hành chính
2024.10,Cộng tác viên,Cộng tác viên,0,Biến phí,Chi phí bán hàng
2024.10,Thưởng gián tiếp,Quỹ thưởng gián tiếp,9.285.000,Biến phí,Chi phí bán hàng
2024.10,Đi trường,Đi trường,0,Định phí,Chi phí bán hàng
2024.10,Hành chính MKT,Hành chính MKT,10.564.334,Biến phí,Chi phí bán hàng
2024.10,Hoa hòng gth,Hoa hồng giới thiệu,25.000.000,Biến phí,Chi phí bán hàng
2024.10,TikTok,Tiktok,21.500.000,Biến phí,Chi phí bán hàng
2024.10,SEO,SEO,13.750.000,Biến phí,Chi phí bán hàng
2024.10,% của NV,KPI,232.412.701,Biến phí,Chi phí bán hàng
2024.10,Phí cà thẻ,Phí cà thẻ,7.986.452,Biến phí,Chi phí bán hàng
2024.10,"Tiếp khách pK(grab, chi phí khác)",Tiếp khách,9.882.667,Định phí,Chi phí hành chính
2024.10,Lương,lương,434.182.002,Định phí,Chi phí QLDN
2024.10,Chi phí MB,Chi phí Mặt bằng,114.689.097,Định phí,Chi phí QLDN
2024.10,Bảo hiểm,Bảo hiểm,25.845.760,Định phí,Chi phí QLDN
2024.10,Thuê bằng bs,Thuê bằng,15.000.000,Định phí,Chi phí QLDN
2024.10,"chi phí cho quận, phường",Mua đồ hành chính,8.000.001,Biến phí,Chi phí hành chính
2024.10,thuế,Mua đồ hành chính,1.500.000,Biến phí,Chi phí hành chính
2024.10,"đổi bình oxi TGIP, tiền mê",Tiền vật liệu,3.200.000,Biến phí,Chi phí giá vốn
2024.10,nước muối + khâu trang,Tiền vật liệu,1.130.000,Biến phí,Chi phí giá vốn
2024.10,tiền cylinder TGIP,Tiền vật liệu,16.000.000,Biến phí,Chi phí giá vốn
2024.10,thanh toán công nợ Ikalab,Tiền vật liệu,7.000.000,Biến phí,Chi phí giá vốn
2024.10,thuốc tê,Tiền vật liệu,16.600.000,Biến phí,Chi phí giá vốn
2024.10,hd màn xương Osteobol đợt 4/7,Tiền vật liệu,31.800.000,Biến phí,Chi phí giá vốn
2024.10,mua đầu vặn vis TGIP,Tiền vật liệu,350.000,Biến phí,Chi phí giá vốn
2024.10,KIN,Tiền vật liệu,3.840.000,Biến phí,Chi phí giá vốn
2024.10,Thanh Ngọc,Tiền vật liệu,2.315.000,Biến phí,Chi phí giá vốn
2024.10,công nợ phụ kiện sic+abument VĐ,Tiền vật liệu,26.374.000,Biến phí,Chi phí giá vốn
2024.10,xương màn Việt Đăng,Tiền vật liệu,41.693.000,Biến phí,Chi phí giá vốn
2024.10,hd sic đợt 8 VĐ,Tiền vật liệu,14.470.000,Biến phí,Chi phí giá vốn
2024.10,công nợ biotem T10,Tiền vật liệu,26.850.000,Biến phí,Chi phí giá vốn
2024.10,đồ banh miệng,Tiền vật liệu,478.000,Biến phí,Chi phí giá vốn
2024.10,tiền xnm t9,Tiền vật liệu,3.296.000,Biến phí,Chi phí giá vốn
2024.10,Lab,Tiền Lab,116.100.000,Biến phí,Chi phí giá vốn
2024.10,Quỹ thưởng,Quỹ thưởng tổng cuối năm,30.000.000,Định phí,Chi phí khác
2024.10,Dự trù phát sinh,Tiền dự trù phát sinh,0,Định phí,Chi phí khác
2024.10,Mua sắm tài sản,Mua sắm tài sản,61.366.333,Chi phí khác,Chi phí khác
2024.10,Thưởng nóng+liên hoan,Tiền thưởng nóng + liên hoan,7.929.669,Định phí,Chi phí khác
2024.10,Giới thiệu nhân sự,Hoa hồng giới thiệu,1.000.000,Biến phí,Chi phí bán hàng
2024.10,đào tạo nhân sự,Đào tạo,3.333.333,Chi phí khác,Chi phí khác
2024.11,Tổng hợp,Mua đồ hành chính,0,Biến phí,Chi phí hành chính
2024.11,Mua đồ hành chính,Mua đồ hành chính,26.048.663,Biến phí,Chi phí hành chính
2024.11,Tiền thuê xe,Tiền thuê xe,22.422.500,Định phí,Chi phí hành chính
2024.11,bãi xe cty+bãi xe nv,Mua đồ hành chính,5.129.000,Biến phí,Chi phí hành chính
2024.11,điện+nước+wf,Điện + Nước,21.024.631,Định phí,Chi phí hành chính
2024.11,Cp tiếp khách,Tiếp khách,15.005.668,Định phí,Chi phí hành chính
2024.11,tặng phẩm khách,Tặng phẩm khách,32.358.000,Biến phí,Chi phí bán hàng
2024.11,MKT chạy quảng cáo,Marketing chạy Quảng cáo,460.000.000,Biến phí,Chi phí bán hàng
2024.11,"Cp sửa chữa, bảo trì",Sửa chữa,10.510.000,Định phí,Chi phí hành chính
2024.11,Cộng tác viên,Cộng tác viên,24.321.667,Biến phí,Chi phí bán hàng
2024.11,Thưởng gián tiếp,Quỹ thưởng gián tiếp,7.190.000,Biến phí,Chi phí bán hàng
2024.11,Đi trường,Đi trường,,Định phí,Chi phí bán hàng
2024.11,Hành chính MKT,Hành chính MKT,108.625.667,Biến phí,Chi phí bán hàng
2024.11,Hoa hòng gth,Hoa hồng giới thiệu,18.959.840,Biến phí,Chi phí bán hàng
2024.11,TikTok,Tiktok,22.500.000,Biến phí,Chi phí bán hàng
2024.11,SEO,SEO,13.750.000,Biến phí,Chi phí bán hàng
2024.11,% của NV,KPI,241.629.886,Biến phí,Chi phí bán hàng
2024.11,Phí cà thẻ,Phí cà thẻ,8.988.850,Biến phí,Chi phí bán hàng
2024.11,"Tiếp khách pK(grab, chi phí khác)",Tiếp khách,8.435.167,Định phí,Chi phí hành chính
2024.11,Lương,Lương,439.834.379,Định phí,Chi phí QLDN
2024.11,Chi phí MB,Chi phí Mặt bằng,127.611.167,Định phí,Chi phí QLDN
2024.11,Bảo hiểm,Bảo hiểm,27.766.613,Định phí,Chi phí QLDN
2024.11,Thuê bằng bs,Thuê bằng,15.000.000,Định phí,Chi phí QLDN
2024.11,"chi phí cho quận, phường",Mua đồ hành chính,2.333.333,Biến phí,Chi phí hành chính
2024.11,thuế,Mua đồ hành chính,,Biến phí,Chi phí hành chính
2024.11,thuốc tê,Tiền vật liệu,10.666.667,Biến phí,Chi phí giá vốn
2024.11,"muan thuốc, mẫu hàm TGIP",Tiền vật liệu,9.195.000,Biến phí,Chi phí giá vốn
2024.11,tiền xét nghiệm máu,Tiền vật liệu,3.972.000,Biến phí,Chi phí giá vốn
2024.11,nhập kin,Tiền vật liệu,5.120.000,Biến phí,Chi phí giá vốn
2024.11,Implant biotem 50 trụ,Tiền vật liệu,24.900.000,Biến phí,Chi phí giá vốn
2024.11,"mũi khoan,tiền kẹp phẫu,Tiền tay khoan khuỷ chậm",Tiền vật liệu,13.840.000,Biến phí,Chi phí giá vốn
2024.11,thanh toán xương zimmer,Tiền vật liệu,14.854.000,Biến phí,Chi phí giá vốn
2024.11,mua đĩa đánh bóng + thước đo cầu mão + bộ chụp ảnh TGIP,Tiền vật liệu,5.751.000,Biến phí,Chi phí giá vốn
2024.11,hd màn xương Osteobol đợt 5/7,Tiền vật liệu,31.800.000,Biến phí,Chi phí giá vốn
2024.11,cọc bộ phẫu thuật nha chu (tổng 18tr),Tiền vật liệu,5.000.000,Biến phí,Chi phí giá vốn
2024.11,vật tư cầm máu(TGIP),Tiền vật liệu,1.740.000,Biến phí,Chi phí giá vốn
2024.11,thanh toán 20 cylinder,Tiền vật liệu,16.000.000,Biến phí,Chi phí giá vốn
2024.11,"mua keo gắn sứ trên IP(TGIP),thay đầu cây cạo vôi",Tiền vật liệu,5.400.000,Biến phí,Chi phí giá vốn
2024.11,công nợ thanh ngọc,Tiền vật liệu,5.986.000,Biến phí,Chi phí giá vốn
2024.11,AZ tháo lắp,Tiền Lab,8.110.000,Biến phí,Chi phí giá vốn
2024.11,Labo,Tiền Lab,166.300.000,Biến phí,Chi phí giá vốn
2024.11,Quỹ thưởng,Quỹ thưởng tổng cuối năm,50.000.000,Định phí,Chi phí khác
2024.11,Dự trù phát sinh,Tiền dự trù phát sinh,0,Định phí,Chi phí khác
2024.11,Mua sắm tài sản,Mua sắm tài sản,127.550.600,Chi phí khác,Chi phí khác
2024.11,Thưởng nóng+liên hoan,Tiền thưởng nóng + liên hoan,6.836.333,Định phí,Chi phí khác
2024.11,Giới thiệu nhân sự,Hoa hồng giới thiệu,0,Biến phí,Chi phí bán hàng
2024.11,đào tạo nhân sự,Đào tạo,0,Chi phí khác,Chi phí khác
2024.12,Tổng hợp,Mua đồ hành chính,0,Biến phí,Chi phí hành chính
2024.12,Mua đồ hành chính,Mua đồ hành chính,17.598.996,Biến phí,Chi phí hành chính
2024.12,Tiền thuê xe+phí về xe,Tiền thuê xe,22.960.500,Định phí,Chi phí hành chính
2024.12,bãi xe cty+bãi xe nv,Mua đồ hành chính,6.579.667,Biến phí,Chi phí hành chính
2024.12,điện+nước+wf,Điện + Nước,21.342.273,Định phí,Chi phí hành chính
2024.12,Cp tiếp khách,Tiếp khách,21.444.333,Định phí,Chi phí hành chính
2024.12,tặng phẩm khách,Tặng phẩm khách,20.831.333,Biến phí,Chi phí bán hàng
2024.12,MKT chạy quảng cáo,Marketing chạy Quảng cáo,480.000.000,Biến phí,Chi phí bán hàng
2024.12,"Cp sửa chữa, bảo trì",Sửa chữa,4.166.667,Định phí,Chi phí hành chính
2024.12,Cộng tác viên,Cộng tác viên,,Biến phí,Chi phí bán hàng
2024.12,Thưởng gián tiếp,Quỹ thưởng gián tiếp,7.875.000,Biến phí,Chi phí bán hàng
2024.12,Đi trường,Đi trường,,Định phí,Chi phí bán hàng
2024.12,Hành chính MKT,Hành chính MKT,14.143.999,Biến phí,Chi phí bán hàng
2024.12,Hoa hòng gth,Hoa hồng giới thiệu,26.154.800,Biến phí,Chi phí bán hàng
2024.12,TikTok,Tiktok,22.500.000,Biến phí,Chi phí bán hàng
2024.12,SEO,SEO,,Biến phí,Chi phí bán hàng
2024.12,% của NV,KPI,322.909.050,Biến phí,Chi phí bán hàng
2024.12,Phí cà thẻ,Phí cà thẻ,6.326.906,Biến phí,Chi phí bán hàng
2024.12,"Tiếp khách pK(grab, chi phí khác)",Tiếp khách,15.390.666,Định phí,Chi phí hành chính
2024.12,Lương,Lương,444.554.275,Định phí,Chi phí QLDN
2024.12,Chi phí MB,Chi phí Mặt bằng,127.364.000,Định phí,Chi phí QLDN
2024.12,Bảo hiểm,Bảo hiểm,28.513.280,Định phí,Chi phí QLDN
2024.12,Thuê bằng bs,Thuê bằng,15.000.000,Định phí,Chi phí QLDN
2024.12,"chi phí cho quận, phường",Mua đồ hành chính,3.000.000,Biến phí,Chi phí hành chính
2024.12,công nợ strauman,Tiền vật liệu,79.200.000,Biến phí,Chi phí giá vốn
2024.12,Tiền thuốc giảm đau + metro,Tiền vật liệu,1.521.000,Biến phí,Chi phí giá vốn
2024.12,nước xúc miệng Kin,Tiền vật liệu,10.240.000,Biến phí,Chi phí giá vốn
2024.12,xương màng Swiss,Tiền vật liệu,5.300.000,Biến phí,Chi phí giá vốn
2024.12,Phụ kiện biotem,Tiền vật liệu,4.800.000,Biến phí,Chi phí giá vốn
2024.12,mua đầu vis TGIP,Tiền vật liệu,3.500.000,Biến phí,Chi phí giá vốn
2024.12,inplant Osstem,Tiền vật liệu,74.889.600,Biến phí,Chi phí giá vốn
2024.12,tiền xnm,Tiền vật liệu,4.386.000,Biến phí,Chi phí giá vốn
2024.12,công nợ 1000 trụ dentium,Tiền vật liệu,112.000.000,Biến phí,Chi phí giá vốn
2024.12,nhựa in máng hướng dẫn pt,Tiền vật liệu,4.550.000,Biến phí,Chi phí giá vốn
2024.12,dung dịch khử khuẩn y tế,Tiền vật liệu,8.540.000,Biến phí,Chi phí giá vốn
2024.12,Mực in răng tạm,Tiền vật liệu,3.825.300,Biến phí,Chi phí giá vốn
2024.12,công nợ Thanh Ngọc,Tiền vật liệu,13.759.000,Biến phí,Chi phí giá vốn
2024.12,Việt Đăng hd xương màn kí ứng,Tiền vật liệu,31.400.000,Biến phí,Chi phí giá vốn
2024.12,Hợp đồng xương màn đợt 1,Tiền vật liệu,14.470.000,Biến phí,Chi phí giá vốn
2024.12,Trụ impl Anthogyl,Tiền vật liệu,13.232.000,Biến phí,Chi phí giá vốn
2024.12,Cây cạo xương + pin + vít,Tiền vật liệu,21.225.400,Biến phí,Chi phí giá vốn
2024.12,xương zimmer,Tiền vật liệu,6.815.000,Biến phí,Chi phí giá vốn
2024.12,Lab,Tiền Lab,6.090.000,Biến phí,Chi phí giá vốn
