Month,Year,Amount,Description,Category,Classify,Expense Type
09,2025,5500000.0,Mua cây cvr,1. Giá vốn hàng bán,Vật liệu implant,Biến phí
09,2025,138540000.0,hd tru strauman,1. Giá vốn hàng bán,Vật liệu implant,Biến phí
09,2025,3500000.0,tt tiền đầu máy scan,1. Giá vốn hàng bán,Vật liệu implant,Biến phí
09,2025,1250000.0,tiền tấm phim in của TGIP,1. Giá vốn hàng bán,Vật liệu implant,Biến phí
09,2025,3283200.0,xnm,1. Giá vốn hàng bán,Vật liệu implant,Biến phí
09,2025,53382000.0,vật tư,1. Giá vốn hàng bán,Vật liệu implant,Biến phí
09,2025,20100000.0,Kí hd osstem còn lại 30tr/3th,1. Giá vốn hàng bán,Vật liệu implant,Biến phí
09,2025,64450000.0,imp zygoma và chân bướm\,1. Giá vốn hàng bán,Vật liệu implant,Biến phí
09,2025,26300000.0,hd xương màn 1/4,1. Giá vốn hàng bán,Vật liệu implant,Biến phí
09,2025,4500000.0,tt tiền vật liệu trâm máy + endo TGIP,1. Giá vốn hàng bán,Vật liệu implant,Biến phí
09,2025,195600000.0,lab Vũ,1. Giá vốn hàng bán,Lab răng sứ,Biến phí
09,2025,20500000.0,lab Thịnh,1. Giá vốn hàng bán,Lab răng sứ,Biến phí
09,2025,100000000.0,Quỹ thưởng,6. Chi phí khác,Thưởng tổng cuối năm,Định phí
09,2025,0.0,Dự trù phát sinh,6. Chi phí khác,Quỹ dự phòng,Biến phí
09,2025,7775000.0,Mua sắm tài sản,6. Chi phí khác,Mua sắm tài sản,Biến phí
09,2025,14498334.0,Thưởng nóng+liên hoan,4. Chi phí nhân sự,"Thưởng nóng, liên hoan",Biến phí
09,2025,0.0,Giới thiệu nhân sự,2. Chi phí bán hàng,Chi phí referral/Hoa hồng giới thiệu,Biến phí
09,2025,13333333.0,đào tạo nhân sự,4. Chi phí nhân sự,Đào tạo nhân sự,Biến phí
10,2025,43466170.0,Mua đồ hành chính,3. Chi phí quản lý doanh nghiệp,Hành chính,Biến phí
10,2025,24936000.0,Tiền thuê xe+phí về xe,3. Chi phí quản lý doanh nghiệp,"Thuê xe, bãi xe",Định phí
10,2025,2700000.0,bãi xe cty+bãi xe nv,3. Chi phí quản lý doanh nghiệp,Hành chính,Biến phí
10,2025,20151564.0,điện+nước+wf,3. Chi phí quản lý doanh nghiệp,"Điện, nước, wifi",Biến phí
10,2025,13446667.0,Cp tiếp khách,6. Chi phí khác,Tiếp khách phòng khám,Biến phí
10,2025,19295667.0,tặng phẩm khách,2. Chi phí bán hàng,Tặng phẩm khách,Biến phí
10,2025,245500000.0,MKT chạy quảng cáo,2. Chi phí bán hàng,Marketing chạy quảng cáo,Biến phí
10,2025,16547334.0,"Cp sửa chữa, bảo trì",3. Chi phí quản lý doanh nghiệp,Bảo trì - sửa chữa - khử khuẩn,Biến phí
10,2025,0.0,Cộng tác viên,2. Chi phí bán hàng,Agency hoặc freelancer,Biến phí
10,2025,12952860.0,Thưởng gián tiếp,2. Chi phí bán hàng,Thưởng gián tiếp,Biến phí
10,2025,0.0,Đi trường,2. Chi phí bán hàng,Đi trường,Biến phí
10,2025,28421634.0,Hành chính MKT,2. Chi phí bán hàng,Hành chính MKT,Biến phí
10,2025,36832250.0,Hoa hòng gth,2. Chi phí bán hàng,Chi phí referral/Hoa hồng giới thiệu,Biến phí
10,2025,25596000.0,TikTok,2. Chi phí bán hàng,Chi phí quảng cáo Meta/Google/Tiktok,Biến phí
10,2025,0.0,SEO,2. Chi phí bán hàng,Chi phí quảng cáo Meta/Google/Tiktok,Biến phí
10,2025,412163708.0,% của NV,4. Chi phí nhân sự,Thưởng KPI,Biến phí
10,2025,4037135.0,Phí cà thẻ,6. Chi phí khác,Phí cà thẻ,Biến phí
10,2025,27159813.0,"Tiếp khách pK(grab, chi phí khác)",6. Chi phí khác,Tiếp khách phòng khám,Biến phí
10,2025,506933361.0,Lương,4. Chi phí nhân sự,Lương cố định bộ phận văn phòng,Định phí
10,2025,123805667.0,Chi phí MB,3. Chi phí quản lý doanh nghiệp,Thuê mặt bằng,Định phí
10,2025,36623333.0,Bảo hiểm,4. Chi phí nhân sự,Bảo hiểm,Định phí
10,2025,18000000.0,Thuê bằng bs+bằng y tá,3. Chi phí quản lý doanh nghiệp,Thuê bằng bác sĩ,Định phí
10,2025,8304000.0,"chi phí cho quận, phường",3. Chi phí quản lý doanh nghiệp,Hành chính,Biến phí
10,2025,36725000.0,thuế,3. Chi phí quản lý doanh nghiệp,Hành chính,Biến phí
10,2025,16559550.0,implant swiss T4+5,1. Giá vốn hàng bán,Vật liệu implant,Biến phí
10,2025,32282333.0,"vật liệu đtt, Bao tay y tế, mua thuốc,nước muối, tấm choàng che cổ, gương cầm tay phòng điều trị+túi chườm, mua áo chì , khăn giấy choàng cổ phòng điều trị",1. Giá vốn hàng bán,Vật liệu implant,Biến phí
10,2025,2268000.0,kiểm định lò hấp,1. Giá vốn hàng bán,Vật liệu implant,Biến phí
10,2025,7497000.0,Cây nạy răng,1. Giá vốn hàng bán,Vật liệu implant,Biến phí
10,2025,4925400.0,xnm+chụp phim khách+thuốc khách,1. Giá vốn hàng bán,Vật liệu implant,Biến phí
10,2025,4019250.0,xương zimmer,1. Giá vốn hàng bán,Vật liệu implant,Biến phí
10,2025,13540000.0,Mua kin,1. Giá vốn hàng bán,Vật liệu implant,Biến phí
10,2025,76299000.0,tt trụ Neodent,1. Giá vốn hàng bán,Vật liệu implant,Biến phí
10,2025,6200000.0,Mua vật liệu impl,1. Giá vốn hàng bán,Vật liệu implant,Biến phí
10,2025,900000.0,bóng đèn cực tím,1. Giá vốn hàng bán,Vật liệu implant,Biến phí
10,2025,33260000.0,Pk implant strauman,1. Giá vốn hàng bán,Vật liệu implant,Biến phí
10,2025,2500000.0,tiền tiền mê,1. Giá vốn hàng bán,Vật liệu implant,Biến phí
10,2025,147600000.0,Kí hd JD,1. Giá vốn hàng bán,Vật liệu implant,Biến phí
10,2025,26300000.0,Hd xương màn đợt 2,1. Giá vốn hàng bán,Vật liệu implant,Biến phí
10,2025,10000000.0,Mua mũi khoan lấy xương TGIP,1. Giá vốn hàng bán,Vật liệu implant,Biến phí
10,2025,97100000.0,Lab,1. Giá vốn hàng bán,Lab răng sứ,Biến phí
10,2025,100000000.0,Quỹ thưởng,6. Chi phí khác,Thưởng tổng cuối năm,Định phí
10,2025,0.0,Dự trù phát sinh,6. Chi phí khác,Quỹ dự phòng,Biến phí
10,2025,5547001.0,Mua sắm tài sản,6. Chi phí khác,Mua sắm tài sản,Biến phí
10,2025,11835001.0,Thưởng nóng+liên hoan,4. Chi phí nhân sự,"Thưởng nóng, liên hoan",Biến phí
10,2025,0.0,Giới thiệu nhân sự,2. Chi phí bán hàng,Chi phí referral/Hoa hồng giới thiệu,Biến phí
10,2025,5751667.0,đào tạo nhân sự,4. Chi phí nhân sự,Đào tạo nhân sự,Biến phí
